# date	bmag	err
2656.46	-6.27	0.009
2662.49	-6.287	0.015
2663.49	-6.328	0.015
2666.41	-6.288	0.03
2669.41	-6.317	0.022
2676.43	-6.326	0.02
2678.45	-6.343	0.014
2681.45	-6.326	0.014
2684.44	-6.325	0.014
2689.42	-6.238	0.024
2691.5	-6.227	0.02
2695.46	-6.188	0.054
2706.4	-6.419	0.044
2718.36	-6.012	0.272
2729.38	-6.541	0.019
2738.82	-6.666	0.031
2758.78	-6.412	0.198
2766.8	-6.705	0.045
2770.78	-6.674	0.016
2778.74	-6.668	0.023
2784.72	-6.777	0.011
2787.82	-6.822	0.031
2790.78	-6.868	0.009
2797.81	-6.972	0.009
2801.62	-7.043	0.011
2808.65	-7.04	0.02
2810.79	-6.861	0.009
2812.78	-6.916	0.011
2817.65	-7.072	0.008
2823.77	-7.008	0.026
2835.71	-7.003	0.006
2840.54	-7.044	0.011
2845.68	-7.186	0.008
2848.6	-7.205	0.01
2849.76	-7.248	0.019
2855.58	-7.205	0.01
2856.73	-7.242	0.016
2861.57	-7.188	0.008
2866.48	-7.135	0.012
2869.49	-7.077	0.01
2871.6	-7.047	0.007
2878.72	-6.881	0.269
2884.66	-7.044	0.023
2889.56	-7.125	0.007
2890.7	-7.132	0.007
2892.57	-7.186	0.018
2907.56	-7.027	0.096
2910.67	-7.21	0.014
2919.61	-7.038	0.009
